0.0e0 0.0e0 0.0e0 0.0e0
2.5125595e-2 0.0e0 2.5125595e-2 2.5125595e-2
5.025119e-2 0.0e0 5.025119e-2 5.025119e-2
7.5376785e-2 0.0e0 7.5376785e-2 7.5376785e-2
1.0050238e-1 0.0e0 1.0050238e-1 1.0050238e-1
1.25627975e-1 0.0e0 1.25627975e-1 1.25627975e-1
1.5075357e-1 0.0e0 1.5075357e-1 1.5075357e-1
1.75879166e-1 0.0e0 1.75879166e-1 1.75879166e-1
2.0100476e-1 0.0e0 2.0100476e-1 2.0100476e-1
2.26130356e-1 0.0e0 2.26130356e-1 2.26130356e-1
2.5125595e-1 0.0e0 2.5125595e-1 2.5125595e-1
2.7638155e-1 0.0e0 2.7638155e-1 2.7638155e-1
3.0150714e-1 0.0e0 3.0150714e-1 3.0150714e-1
3.2663274e-1 0.0e0 3.2663274e-1 3.2663274e-1
3.5175833e-1 0.0e0 3.5175833e-1 3.5175833e-1
3.7688393e-1 0.0e0 3.7688393e-1 3.7688393e-1
4.0200952e-1 0.0e0 4.0200952e-1 4.0200952e-1
4.2713512e-1 0.0e0 4.2713512e-1 4.2713512e-1
4.5226071e-1 0.0e0 4.5226071e-1 4.5226071e-1
4.773863e-1 0.0e0 4.773863e-1 4.773863e-1
5.025119e-1 0.0e0 5.025119e-1 5.025119e-1
5.276375e-1 0.0e0 5.276375e-1 5.276375e-1
5.5276309e-1 0.0e0 5.5276309e-1 5.5276309e-1
5.7788869e-1 0.0e0 5.7788869e-1 5.7788869e-1
6.0301428e-1 0.0e0 6.0301428e-1 6.0301428e-1
6.2813988e-1 0.0e0 6.2813988e-1 6.2813988e-1
6.5326547e-1 0.0e0 6.5326547e-1 6.5326547e-1
6.7839107e-1 0.0e0 6.7839107e-1 6.7839107e-1
7.0351666e-1 0.0e0 7.0351666e-1 7.0351666e-1
7.2864226e-1 0.0e0 7.2864226e-1 7.2864226e-1
7.5376785e-1 0.0e0 7.5376785e-1 7.5376785e-1
7.7889345e-1 0.0e0 7.7889345e-1 7.7889345e-1
8.0401904e-1 0.0e0 8.0401904e-1 8.0401904e-1
8.2914464e-1 0.0e0 8.2914464e-1 8.2914464e-1
8.5427023e-1 0.0e0 8.5427023e-1 8.5427023e-1
8.7939583e-1 0.0e0 8.7939583e-1 8.7939583e-1
9.0452142e-1 0.0e0 9.0452142e-1 9.0452142e-1
9.2964702e-1 0.0e0 9.2964702e-1 9.2964702e-1
9.5477261e-1 0.0e0 9.5477261e-1 9.5477261e-1
9.7989821e-1 0.0e0 9.7989821e-1 9.7989821e-1
1.0050238e0 0.0e0 1.0050238e0 1.0050238e0
1.0301494e0 0.0e0 1.0301494e0 1.0301494e0
1.055275e0 0.0e0 1.055275e0 1.055275e0
1.08040059e0 0.0e0 1.08040059e0 1.08040059e0
1.10552618e0 0.0e0 1.10552618e0 1.10552618e0
1.13065178e0 0.0e0 1.13065178e0 1.13065178e0
1.15577737e0 0.0e0 1.15577737e0 1.15577737e0
1.18090297e0 0.0e0 1.18090297e0 1.18090297e0
1.20602856e0 0.0e0 1.20602856e0 1.20602856e0
1.23115416e0 0.0e0 1.23115416e0 1.23115416e0
1.25627975e0 0.0e0 1.25627975e0 1.25627975e0
1.28140535e0 0.0e0 1.28140535e0 1.28140535e0
1.30653094e0 0.0e0 1.30653094e0 1.30653094e0
1.33165654e0 0.0e0 1.33165654e0 1.33165654e0
1.35678214e0 0.0e0 1.35678214e0 1.35678214e0
1.38190773e0 0.0e0 1.38190773e0 1.38190773e0
1.40703333e0 0.0e0 1.40703333e0 1.40703333e0
1.43215892e0 0.0e0 1.43215892e0 1.43215892e0
1.45728452e0 0.0e0 1.45728452e0 1.45728452e0
1.48241011e0 0.0e0 1.48241011e0 1.48241011e0
1.5075357e0 0.0e0 1.5075357e0 1.5075357e0
1.5326613e0 0.0e0 1.5326613e0 1.5326613e0
1.5577869e0 0.0e0 1.5577869e0 1.5577869e0
1.58291249e0 0.0e0 1.58291249e0 1.58291249e0
1.60803809e0 0.0e0 1.60803809e0 1.60803809e0
1.63316368e0 0.0e0 1.63316368e0 1.63316368e0
1.65828928e0 0.0e0 1.65828928e0 1.65828928e0
